nct_id,ticker,phase_clean,category_clean,results_posted,baseline_car,baseline_raw
NCT04508621,TNXP,Phase 3,Success,2022-12-02,0.07001602493781871,-1.1102230246251565e-16
NCT04529499,RDY,Phase 3,Failure,2022-03-21,0.010815447521787104,0.016424702482200404
NCT03178487,ABBV,Phase 2,Success,2021-06-01,-0.032548913679707976,-0.021708528005280114
NCT04476043,INCY,Phase 2,Success,2023-01-26,-0.0008771421406976627,0.002036393892061117
NCT04530344,INCY,Phase 3,Success,2023-07-19,0.04912910216572027,0.03869823946404494
NCT01924533,AZN,Phase 3,Success,2018-11-07,0.08831286928655123,0.08243071011778791
NCT04962022,PFE,Phase 1,Success,2023-07-13,0.012101825346672562,0.005044658834338023
NCT03852719,GILD,Phase 3,Success,2022-10-28,0.12652229199048168,0.1399424841100203
NCT03548935,NVO,Phase 3,Success,2021-08-11,0.028222013807648338,0.03297137598831501
NCT02219490,ABBV,Phase 3,Success,2023-04-07,0.008617247965599574,0.01614736815671014
NCT02470585,ABBV,Phase 3,Business Termination,2020-09-14,-0.07259404413393888,-0.020189927678369024
NCT03573297,ABBV,Phase 3,Success,2023-09-28,-0.04209850892785769,-0.04138371232689009
NCT01665144,NVS,Phase 3,Success,2018-10-31,0.009162407983829998,0.022394034544251484
NCT04816214,NVS,Phase 3,Business Termination,2023-10-30,-0.0252870941144108,-0.012260209754695772
NCT03551626,NVS,Phase 3,Success,2024-03-18,-0.027736240770287884,-0.029797996104488522
NCT03980730,VTVT,Phase 2,Business Termination,2022-01-21,-0.036362238374640005,-0.08343268861239028
NCT04469465,LXRX,Phase 3,Success,2023-07-24,-0.07903288339322896,-0.11009174412262679
NCT03538041,INCY,Phase 2,Success,2022-09-22,-0.011385006644869047,-0.03822115022135342
NCT02264990,ABBV,Phase 3,Success,2021-02-26,0.01915429394243253,0.01486796632340992
NCT03611751,BMY,Phase 3,Success,2022-12-20,-0.020557349902072294,-0.01559977232904275
NCT02706873,ABBV,Phase 3,Success,2019-10-04,0.005794254438826695,0.004096661705045523
NCT03403205,LXRX,Phase 3,Business Termination,2023-10-10,0.0919801948827885,-0.00952380087370186
NCT05162066,BCRX,Phase 2,Business Termination,2024-05-02,0.1694376020213352,0.23419203851682902
NCT03810183,NVS,Phase 2,Business Termination,2021-01-25,-0.035634897986179984,-0.041477488478502855
NCT03312738,NVS,Phase 2,Success,2024-01-23,-0.011156798614174717,-0.00962703531774689
NCT04556760,AZN,Phase 2,Success,2024-07-18,0.005928171034432577,0.013313049485887962
NCT02167945,ABBV,Phase 3,Success,2022-04-06,0.06470358910896738,0.07548590797395249
NCT04745351,GILD,Phase 3,Business Termination,2023-05-12,-0.014502582712860014,-0.006091357962088373
NCT03951077,ABBV,Phase 2,Success,2022-06-08,-0.04114558001462845,-0.026975517164417373
NCT02369653,BMY,Phase 3,Success,2022-03-08,-0.009109776835793705,-0.009983840197807514
NCT03877237,AZN,Phase 3,Success,2021-05-05,0.028771075932168523,0.013943908450147369
NCT03619213,AZN,Phase 3,Success,2023-07-11,0.03034511183760482,0.035162755141573854
NCT05099640,PTCT,Phase 3,Success,2024-01-10,-0.019468020208864,-0.020430096868017333
NCT04842747,VERU,Phase 3,Success,2023-04-18,0.20280159858756888,0.14285714285714302
NCT02675426,ABBV,Phase 3,Success,2019-10-07,0.021816248211564852,0.016220931342749934
NCT02884206,NVS,Phase 3,Success,2024-08-06,-0.010255241908245602,-0.009634333228491498
NCT02742090,TGTX,Phase 2,Business Termination,2024-07-03,0.08372166128940628,0.09893188482059334
NCT03650400,NVS,Phase 2,Business Termination,2020-07-20,-0.011696349036301217,-0.015591160903276502
NCT05470387,PALI,Phase 3,Business Termination,2024-06-13,0.03598775331986172,0.015184315140324145
NCT03335371,VTVT,Phase 1/2,Success,2023-07-03,-0.04557274442418228,-0.045637541537638215
NCT04349072,BMY,Phase 3,Success,2023-03-07,-0.033654914197150186,-0.03873394484273551
NCT04000009,ACAD,Phase 3,Business Termination,2022-04-05,0.04926098579108101,0.11725847370366993
NCT01682083,NVS,Phase 3,Success,2018-09-26,0.007220975272874179,0.008191024898130284
NCT04799158,PHAT,Phase 2,Success,2023-01-04,-0.3638970672402604,-0.3327418211641562
NCT03601637,VRTX,Phase 3,Success,2023-01-06,-0.005203378903530426,0.009544825855502204
NCT02648347,AKBA,Phase 3,Success,2022-06-27,0.04143623486132818,0.0674156983563019
NCT03693430,NVO,Phase 3,Success,2022-03-23,-0.034060335752094245,-0.03532571855113287
NCT04913610,ABBV,Phase 2,Business Termination,2024-09-19,-0.010057478115729799,-0.0097070372527569
NCT03524612,NVS,Phase 2,Success,2023-12-27,0.021767845710697092,0.029255894314886843
NCT03818256,CORT,Phase 2,Success,2024-09-19,0.11291093257969012,0.11645436444190604
NCT04109547,NVO,Phase 3,Success,2023-09-14,-0.06682043912919472,-0.06479907980600952
NCT04106557,OVID,Phase 3,Failure,2024-01-08,-0.06318909769714631,-0.022151952455715107
NCT04323124,PFE,Phase 1,Business Termination,2024-09-19,-0.023026761384019878,-0.025274398123226627
NCT04396756,PLRX,Phase 2,Success,2024-04-30,0.032094169074200596,0.11531985457590643
NCT01972217,AZN,Phase 2,Success,2018-10-02,0.0007008583853187851,-0.005287190079061754
NCT03771664,BIIB,Phase 3,Business Termination,2022-10-20,0.03160678210403399,0.01880915434547492
NCT03112603,INCY,Phase 3,Success,2022-04-15,-0.01381541275370539,-0.016985145691707615
NCT03822117,INCY,Phase 2,Business Termination,2023-03-15,0.013018427556586755,0.02235801364518397
NCT03738215,ABBV,Phase 3,Success,2022-10-25,0.06964222848857922,0.07395237789865838
NCT04292899,GILD,Phase 3,Success,2020-12-31,0.0791942302867602,0.05466672961051211
NCT03077412,GILD,Phase 2,Success,2022-04-08,0.04292474664033521,0.031464392342055
NCT02083354,NVS,Phase 2,Success,2021-03-17,0.020621880395807667,0.021514313933733487
NCT01774721,PFE,Phase 3,Success,2018-10-26,-0.02790254423439898,-0.027437810720732814
NCT04960202,PFE,Phase 2/3,Success,2023-02-09,0.018441913239140476,0.005255736335138428
NCT03739203,ABBV,Phase 3,Success,2022-09-21,0.001348178534819949,-0.006941497522805595
NCT04413617,PFE,Phase 2,Success,2023-04-07,0.01126154265553259,0.01149136786761984
NCT02865850,AKBA,Phase 3,Success,2022-07-18,0.0028212566850103205,-0.013392883870864014
NCT01940341,GILD,Phase 3,Success,2017-03-30,0.00914664070659437,-0.005925823380929174
NCT03416179,PFE,Phase 3,Success,2021-06-25,-0.017998568000101817,-0.01287566385485095
